,reviews,ratings,dine_in_time
2267,"My first visit to FDC and loved it! From first hello the staff is warm &amp; welcoming. We started with a signature caipirinha and WOW super good - you will not find any better in Boston. There is something for everyone here - salads, chicken, lamb and of course different cuts of steak. We ate it all, drank a nice affordable bottle of Pinot Noir and topped it with dessert and a pretty good cappuccino. Its a great location overlooking Copley and easy spot to meet up.",5," May 22, 2013"
2268,After my son's graduation from BU we took him to this restaurant to celebrate. It is a perfect place to take two 22 year olds that are always hungry! You can sit there for hours and just keep eating. Food was great!,4," May 19, 2013"
2269,We chose graduation night to come to Fogo de Chao for our first time. It was exremely busy. It took a while to get our drinks ordered but once we started the service the food came thick and fast. Everything was cooked really well &amp; the staff were very knowledable.,4," May 18, 2013"
2270,"I have been to Fogo in Philly and loved it. The salad bar is much more than just salad and I could make a meal out of it alone. Then the meat comes, and it is outstanding. The way I see it, If I'm going to pay $49 for a steak at Capital Grille, why not pay $49 at Fogo and get a whole outstanding meal? Lamb, chicken, beef, all delicious and cooked perfectly.<br/>Unfortunately, the dining room is crowded and very noisy. People are walking up to the salad bar, servers are rushing around with skewers of meat, and busboys are setting up tables. I could barely hear my server listing the beer selections, which should have been written on a menu in the first place. The service was also unacceptably slow for a restaurant of this price.",3," May 18, 2013"
2271,"There are plenty of choices of rotating meats, with many very juicy and delicious - each person at our table had a different favorite, with the lamb T bone being our favorite overall. You will absolutely not leave hungry. If you choose, there is also an extensive salad bar to get you started or provide a breather between meat courses. Very good overall.",4," May 17, 2013"
2272,"Not much to say here except come hungry. Hands down the best cuts offered here, and I tried everything, are the beef ribs, lamb chops, leg of lamb, rib eye, and the house special sirloin. The other cuts were all above average including the filet mignon, top sirloin, and bottom sirloin. If you don't have big stomach try to enjoy the first 5 listed here ranked in order of my favorites. Second tip salad bar was good but nothing to write home about, stick to the meats as much as possible and maybe enjoy a small selection of cured meats, smoked salmon, and a vegetable side of choice (asparagus, peppers, brussel sporouts, etc.)",4," May 16, 2013"
2273,"I'm a meat lover so I was really looking forward to a meal at Fogo. Our server gave us the basics. Unfortunately, she did not tell us to ask her for specific cuts or the optional sides.<br/><br/>I liked the Ancho, the Filet and the Lamb chops, although we never saw the Leg of Lamb. The Picanha was a little salty. Try the garlic seasoned.The Lombo was a little dry. I did not care for the Alcatra or the Fraldinha, which was a little tough to chew. The Pork Ribs were okay, but weak compared with Southern BBQ.<br/><br/>I nibbled at the Salad Bar. The Caesar Salad was fine. Only one other bread. Loved the sliced cheeses. The bacon was rubbery.<br/><br/>I tried the Xingu Brazilian Black Beer which was fabulous.<br/><br/>I will return, now that I'm a seasoned veteran.",3," May 12, 2013"
2274,"We celebrated my daughters birthday here, and the experience was great for everyone. I pleaded with everyone before we got there to pace themselves since it is ""all you can eat"", but before we knew it the food was just everywhere- excellent food.<br/>Great walkable location(which you will need to do after all this food), freindly attentive staff, great responsive service, never had an empty drink glass, and there was almost (I hate to say it) too much food! the salad bar is very extensive, desserts are excellent too! They brough over a dessert flan with a Happy birthday written on the plate for my daughter. Its pricey, but totally worth it for a special occasion.",5," May 11, 2013"
2275,"Great food, great service, love it, love it, love it.",5," May 11, 2013"
2276,"Great ambiance, delicious food, knowledgable staff.",5," May 11, 2013"
2277,"My dining experience was good overall . I went there with friends and family to celebrate my graduation. Service was excellent and attentive, food was ok for the price we paid. It's an expensive buffet could be good for people who can eat a lot. For me personally I couldn't eat for the amount I paid..<br/>Very nice decor too .",4," May 11, 2013"
